COUNTY	SUB_COUNTY	ZONE	SCHOOL_ID	SCHOOL	LDDs	FID
ELGEYO/MARAKWET	KEIYO SOUTH	KABIEMIT-K	210525	SAMABUL	34	2722
EMBU	MBEERE SOUTH	MAKIMA	203700	KAMUNYAGIA	26	2723
EMBU	MBEERE NORTH	KANYUAMBORA	203566	KANYUERI	28	2724
ELGEYO/MARAKWET	MARAKWET EAST	ENDO	210657	SAMBALAT	106	2725
EMBU	MBEERE SOUTH	MAKIMA	203701	KANYONGA	31	2726
EMBU	MBEERE NORTH	KANYUAMBORA	203567	KARIGIRI	34	2727
ELGEYO/MARAKWET	MARAKWET EAST	ENDO	210658	SANGACH	124	2728
EMBU	MBEERE SOUTH	MAKIMA	203702	KATUANYAGA	32	2729
EMBU	MBEERE NORTH	KANYUAMBORA	203568	KAVENGERO	36	2730
ELGEYO/MARAKWET	MARAKWET WEST	KAPSOWAR	210744	SANGURUR	63	2731
EMBU	MBEERE SOUTH	MAKIMA	203703	KITOLOLONI	12	2732
EMBU	MBEERE NORTH	KIRIE	203570	A.C.K MUKORORIA	39	2733
ELGEYO/MARAKWET	KEIYO SOUTH	CHEPKORIO	210509	SENETWO	36	2734
EMBU	MBEERE SOUTH	MAKIMA	203704	MAKIMA	56	2735
EMBU	MBEERE NORTH	KIRIE	203579	KIAMBERE SCHOOL COMPLEX	1	2736
ELGEYO/MARAKWET	MARAKWET WEST	CHEPTONGEI	210721	SERET	26	2737
EMBU	MBEERE SOUTH	MAKIMA	203706	MASHAMBA	34	2738
EMBU	MBEERE NORTH	KIRIE	203580	KIAMUGONGO	45	2739
ELGEYO/MARAKWET	KEIYO	KAMARINY	210458	SERGOIT	27	2740
EMBU	MBEERE SOUTH	MAKIMA	203708	MBURUTANI	31	2741
EMBU	MBEERE NORTH	KIRIE	203581	KIANJOGU	34	2742
ELGEYO/MARAKWET	KEIYO SOUTH	SOY	210602	SESIA	24	2743
EMBU	MBEERE SOUTH	MAKIMA	203715	NGECA	25	2744
EMBU	MBEERE NORTH	KIRIE	203587	NGIIRI	40	2745
ELGEYO/MARAKWET	KEIYO SOUTH	KOCHOLWO	210557	SETANO	24	2746
EMBU	MBEERE SOUTH	RIAKANAU	203724	A.C.K RIAKANAU	29	2747
EMBU	MBEERE NORTH	SIAKAGO	203591	CIANYI	57	2748
ELGEYO/MARAKWET	MARAKWET WEST	SENGWER	210787	SHOE 4 AFRICA MOSES KIPTANUI	42	2749
EMBU	MBEERE SOUTH	RIAKANAU	203729	A.I.C KATHIANI	23	2750
EMBU	MBEERE NORTH	SIAKAGO	203593	KABACHI	53	2751
ELGEYO/MARAKWET	MARAKWET WEST	CHEBORORWA	210707	SIMAT	43	2752
EMBU	MBEERE SOUTH	RIAKANAU	203727	CONSOLATA KILIA	35	2753
EMBU	MBEERE NORTH	SIAKAGO	203595	KALISA	41	2754
ELGEYO/MARAKWET	MARAKWET WEST	MOIBEN /MARAKWET	210771	SIMBEIYWET	24	2755
EMBU	MBEERE SOUTH	RIAKANAU	203732	S.A. GATEGI	60	2756
EMBU	MBEERE NORTH	SIAKAGO	203596	KAMBARU	50	2757
ELGEYO/MARAKWET	KEIYO SOUTH	SOY	210603	SIMIT	68	2758
EMBU	MBEERE SOUTH	RWIKA	203739	KANINWANTHIGA	27	2759
EMBU	MBEERE SOUTH	RWIKA	203744	RIANGUU	37	2760
EMBU	MBEERE SOUTH	RWIKA	203745	RIANJERU	42	2761
EMBU	EMBU WEST	KEVOTE	203493	A.C.K ST. MARK KARUE	33	2762
EMBU	EMBU WEST	KEVOTE	203494	A.C.K ST. PHILIPS MAKENGI	41	2763
EMBU	EMBU WEST	KEVOTE	203496	CONSOLATA GIRLS KEVOTE	29	2764
EMBU	EMBU WEST	KEVOTE	203497	NGUIRE	28	2765
EMBU	EMBU WEST	KEVOTE	203499	ST. JOSEPH'S KEVOTE	23	2766
EMBU	EMBU WEST	NEMBURE	203501	A.C.K ST. PETER RUNG'ANG'A	42	2767
EMBU	EMBU WEST	NEMBURE	203502	C.C.M KIHUMBU	100	2768
EMBU	EMBU WEST	NEMBURE	203504	D.E.B KIANDUNDU	51	2769
EMBU	EMBU WEST	NEMBURE	203506	JOSEPH ALLAMANO	40	2770
EMBU	EMBU WEST	NEMBURE	203507	KAMUTHATHA B.	1	2771
EMBU	EMBU WEST	NEMBURE	203508	KITHEGI	56	2772
EMBU	EMBU WEST	NEMBURE	203510	MBUKORI	29	2773
EMBU	EMBU WEST	NEMBURE	203511	ST. ANDREW'S	55	2774
EMBU	EMBU WEST	NEMBURE	203513	ST. MARY ITHANGAWE	42	2775
EMBU	MBEERE SOUTH	KARABA	203614	IRIAITUNE	55	2776
EMBU	MBEERE SOUTH	KARABA	203624	UNYUANI	25	2777
EMBU	MBEERE NORTH	SIAKAGO	203600	KIANAMU	36	2778
ELGEYO/MARAKWET	KEIYO SOUTH	METKEI	210578	SIMOTWO	45	2779
EMBU	MBEERE NORTH	SIAKAGO	203601	KUNE	54	2780
ELGEYO/MARAKWET	KEIYO	BUGAR	210441	SINGORE	61	2781
EMBU	MBEERE NORTH	SIAKAGO	203602	KWANDWAMBOGO	45	2782
ELGEYO/MARAKWET	MARAKWET WEST	KAPSOWAR	210745	SINON	31	2783
EMBU	MBEERE NORTH	SIAKAGO	203604	MATHAI	47	2784
ELGEYO/MARAKWET	KEIYO	KESSUP	210483	SIROCH	41	2785
EMBU	MBEERE NORTH	SIAKAGO	203608	RIANDU	62	2786
ELGEYO/MARAKWET	MARAKWET WEST	CHEPTONGEI	210722	SITOTON	26	2787
EMBU	MBEERE SOUTH	KARABA	203612	A.I.C WANGO	57	2788
ELGEYO/MARAKWET	KEIYO SOUTH	CHEPKORIO	210510	SITOTWO	36	2789
EMBU	MBEERE SOUTH	KARABA	203613	GITARAKA	38	2790
ELGEYO/MARAKWET	MARAKWET WEST	MOIBEN /MARAKWET	210772	SOIYO	41	2791
EMBU	MBEERE SOUTH	KARABA	203615	KAMWELI	26	2792
ELGEYO/MARAKWET	KEIYO	KESSUP	210484	SONGETO	43	2793
EMBU	MBEERE SOUTH	KARABA	203616	KARABA	34	2794
EMBU	MBEERE SOUTH	KARABA	203618	KARUKU	56	2795
EMBU	MBEERE SOUTH	KARABA	203619	KASEVENI	61	2796
EMBU	MBEERE SOUTH	KARABA	203621	MAKAWANI	53	2797
EMBU	MBEERE SOUTH	KARABA	203623	MAVIANI	41	2798
EMBU	MBEERE SOUTH	KIAMBERE	203629	KAMAUNJU	5	2799
EMBU	MBEERE SOUTH	KIAMBERE	203632	KARURA	79	2800
EMBU	MBEERE SOUTH	RIAKANAU	203721	A.C.K KILIA	36	2801
EMBU	EMBU EAST	KYENI/KAR.	203400	CANON HERBERT IKUURA	18	2802
EMBU	EMBU EAST	RUNYENJES T.	203434	D.E.B KARUMIRI-THAU	17	2803
EMBU	EMBU EAST	KYENI/KAR.	203408	KATHUNGURI	23	2804
EMBU	EMBU NORTH	KAIRURI	203457	MUKANGU	36	2805
EMBU	EMBU WEST	NEMBURE	203503	C.C.M NEMBURE	46	2806
GARISSA	GARISSA	WABERI	201498	GARISSA	130	2807
GARISSA	BALAMBALA	BALAMBALA	201415	BALAMBALA ARID ZONE	72	2808
GARISSA	LAGDERA	MODOGASHE	201571	JILLANGO	40	2809
GARISSA	GARISSA	GALBET	201480	JARIBU	126	2810
GARISSA	LAGDERA	MODOGASHE	201556	A.M.A	80	2811
HOMA BAY	HOMA BAY                                          	NYAWITA	219037	G/PURO	50	2812
GARISSA	BALAMBALA	BALAMBALA	201417	DALEY	47	2813
GARISSA	DADAAB	DADAAB	201436	DADAAB BOARDING	63	2814
GARISSA	FAFI	BURA /BURA	201454	BURA	34	2815
EMBU	MBEERE NORTH	SIAKAGO	203611	WITWA	51	2816
HOMA BAY	RACHUONYO NORTH	KENDU	219448	GENDIA	45	2817
GARISSA	HULUGHO	HULUGHO	201520	HULUGHO	70	2818
EMBU	MBEERE SOUTH	RIAKANAU	203725	A.I.C NTHINGINI	39	2819
HOMA BAY	SUBA	KIGOTO	219748	GENDO	36	2820
GARISSA	IJARA	IJARA	201535	RUQA	40	2821
GARISSA	BALAMBALA	BALAMBALA	201423	KONE	33	2822
HOMA BAY	RACHUONYO NORTH	GOT OYARO	219390	KAWITI	48	2823
HOMA BAY	MBITA SUB COUNTY	MBITA EAST	219150	GENGE	20	2824
HOMA BAY	HOMA BAY	KABUNDE	219000	LANG'OROMO	42	2825
GARISSA		IJARA	201549	MAI	24	2826
EMBU	MBEERE SOUTH	RIAKANAU	203728	KAMWIYENDEI	30	2827
EMBU	EMBU EAST	RUNYENJES T.	203432	D.E.B GITARE	48	2828
EMBU	EMBU NORTH	KAIRURI	203454	KIGARI	41	2829
EMBU	EMBU NORTH	KATHANGARIRI	203472	ST. HELLEN KARIMARI	52	2830
EMBU	MBEERE NORTH	ISHIARA	203514	A.C.K.ST.PAULKIANGA'NJA	17	2831
EMBU	MBEERE NORTH	ISHIARA	203529	NTHIGIRANI	25	2832
EMBU	MBEERE NORTH	KANYUAMBORA	203569	ST. MARY'S KANGANGA	24	2833
EMBU	MBEERE NORTH	KIRIE	203576	KARAMBARI	17	2834
EMBU	MBEERE NORTH	KIRIE	203583	KIVUE	45	2835
EMBU	MBEERE NORTH	KIRIE	203585	MICHEGETHIU	33	2836
EMBU	MBEERE NORTH	KIRIE	203590	S.A. GATAKARI	18	2837
EMBU	MBEERE NORTH	KIRIE	203573	GANGARA	26	2838
EMBU	MBEERE SOUTH	MAKIMA	203709	MULUKUSI	72	2839
EMBU	MBEERE SOUTH	RIAKANAU	203726	C.C.M KOMA	31	2840
EMBU	MBEERE SOUTH	RIAKANAU	203731	MUSINGINI	38	2841
EMBU	MBEERE SOUTH		203748	ST. LUKE SCHOOL FOR DEAF	0	2842
EMBU	MBEERE SOUTH	KARABA	203617	KARABA CONSOLATA	22	2843
EMBU	MBEERE SOUTH	KARABA	203620	KIKUMINI	51	2844
EMBU	EMBU WEST	GATITURI/TOWNSHIP	203480	D.E.B NTHAMBO	47	2845
EMBU	EMBU WEST	NEMBURE	203505	D.E.B RUKIRA	46	2846
EMBU	MBEERE NORTH	ISHIARA	203521	KARANGARE	21	2847
EMBU	MBEERE NORTH	KAMUMU	203545	KIRIGO	41	2848
EMBU	MBEERE NORTH	KANYUAMBORA	203564	KANYANGI	19	2849
EMBU	MBEERE SOUTH	KIAMBERE	203633	KIAMBERE	43	2850
EMBU	MBEERE SOUTH	RWIKA	203733	A.I.C GACHURIRI	20	2851
EMBU	EMBU WEST	NEMBURE	203442	A.C.K KIANGOCI	41	2852
EMBU	EMBU WEST	GATITURI/TOWNSHIP	203396	A.C.K MAGACA	32	2853
EMBU	MBEERE SOUTH	KARABA	203397	A.C.K NYAGARI	29	2854
EMBU	MBEERE SOUTH	KIAMBERE	203399	C.C.M KAVETI	15	2855
EMBU	MBEERE NORTH	SIAKAGO	203430	C.C.M KIGAA	40	2856
EMBU	EMBU NORTH	KATHANGARIRI	203385	D.O.E ST. JOSEPH MUNYUTU	25	2857
EMBU	EMBU NORTH	KATHANGARIRI	203668	GATIRARI	20	2858
EMBU	MBEERE NORTH	KANYUAMBORA	203645	GIKIIRO	48	2859
EMBU	EMBU EAST	MUFU	203738	KANGUNGI	31	2860
EMBU	EMBU EAST	MUFU	203403	KARAGO D.E.B	17	2861
EMBU	EMBU EAST	KANJA	203683	KERWA	47	2862
EMBU	EMBU WEST	NEMBURE	203414	S.A. MUKURIA	14	2863
EMBU	EMBU EAST	KANJA	203439	ST. PAUL'S GATINDA	38	2864
EMBU	EMBU WEST	KEVOTE	203532	ST. PAUL'S MBARAGA	34	2865
EMBU	MBEERE NORTH	KIRIE	203586	NDUTORI	27	2866
EMBU	MBEERE SOUTH	KIAMBERE	203626	GACABARI	25	2867
EMBU	MBEERE SOUTH	KIAMBERE	203628	IKOMENIE	41	2868
EMBU	MBEERE SOUTH	KIANJIRU	203656	MBITA	17	2869
EMBU	MBEERE SOUTH	KIANJIRU	203664	ST. MATHEW GATETE	36	2870
EMBU	MBEERE SOUTH	KIRITIRI	203671	GIKONDI	27	2871
EMBU	MBEERE SOUTH	MAKIMA	203717	UNGUNI	26	2872
EMBU	MBEERE SOUTH	RIAKANAU	203723	A.C.K NGOMOLA	18	2873
