COUNTY	SUB_COUNTY	ZONE	SCHOOL_ID	SCHOOL	LDDs	FID
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215317	ESHISISIA	60	4469
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215318	ESHITSAKHA	45	4470
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215321	IKOKWA	86	4471
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215325	MANYULIA	61	4472
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215330	MUYUNDI	57	4473
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215332	SHIANDA	60	4474
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215334	SHIBEMBE	75	4475
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215336	SHIKULU	48	4476
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215340	SHIYIRO	28	4477
KERICHO	KERICHO	MUNICIPALITY	214334	KERICHO TOWNSHIP	69	4478
KERICHO	BELGUT	WALDAI	214241	KIPSOLU	53	4479
KERICHO	LONDIANI	KAPSEGER	214409	CHEPSIR	62	4480
KERICHO	BELGUT	KABIANGA	214165	KAPMASO	77	4481
KERICHO	BELGUT	CHAIK	214139	TAGABI	70	4482
KERICHO	KERICHO	AINAIMOI	214259	KAPCHEPTOROR	65	4483
KERICHO	KIPKELION	CHEPSEON	214371	CHESINENDE	117	4484
KERICHO	LONDIANI	KEDOWA	214475	KEDOWA	121	4485
KERICHO	KERICHO	KAPSAOS	214279	CHEPNGOBOB	44	4486
KERICHO	KERICHO	MUNICIPALITY /AINAMOI	214329	KEONGO	70	4487
KERICHO	KERICHO	MUNICIPALITY /AINAMOI	214331	KERICHO BOYS BOARDING	23	4488
KERICHO	KERICHO	MUNICIPALITY /AINAMOI	214337	KIPSOTET	17	4489
KERICHO	BELGUT	CHAIK	214140	TILWET	17	4490
KERICHO	BELGUT	CHEMAMUL	210007	CHEPTIGIT	20	4491
KERICHO	BELGUT	KABIANGA	214155	KAPCHEBET 'B'	30	4492
KERICHO	BELGUT	KAPLELARTET	214171	EMIDIT	23	4493
KERICHO	BELGUT	KAPLELARTET	214174	KAPSOMBOCH	34	4494
KERICHO	BELGUT	KAPLELARTET	214175	KIPKOK	33	4495
KERICHO	BELGUT	KIPTERE	214182	CHEBETET	20	4496
KERICHO	BELGUT	KIPTERE	214185	KAKIBEI	33	4497
KERICHO	BELGUT	KIPTERE	214189	KAPKOCHEI	25	4498
KERICHO	BELGUT	KIPTERE	214195	KIMOROGO	33	4499
KERICHO	BELGUT	SIGOWET	214210	MAEMBA	34	4500
KERICHO	BELGUT	WALDAI	214275	BINYINY	32	4501
KERICHO	BELGUT	WALDAI	211095	KAKIPTUI	29	4502
KERICHO	BELGUT	WALDAI	214233	KAPLEMEIYWET	25	4503
KERICHO	BELGUT	WALDAI	214244	MACHORWA	25	4504
KERICHO	BELGUT	WALDAI	214246	MASARIAN	22	4505
KERICHO	BELGUT	WALDAI	214249	SAMIYTUK	20	4506
KERICHO	BELGUT	WALDAI	214250	SUSUMWET	25	4507
KERICHO	BURETI	CHEBORGE	214297	CHEPKURBET	33	4508
KERICHO	BURETI	Litein	214771	CHEMOIBEN	43	4509
KERICHO	KERICHO	AINAIMOI	214237	KAPTEBESWET	34	4510
KERICHO	KERICHO	AINAIMOI	214158	NYABANGI	34	4511
KERICHO	KERICHO	KAPSAOS	214234	KAPNANDET	32	4512
KERICHO	KERICHO	KAPSOIT	214236	KAPSUSER	32	4513
KERICHO	KERICHO	KOITABUROT	214324	SERTWET	20	4514
KERICHO	KERICHO	MUNICIPALITY /AINAMOI	211735	SUMEIYON	17	4515
KERICHO	KERICHO	SOLIAT	214355	CHERAMOR	23	4516
KAKAMEGA	NAVAKHOLO	NAVAKHOLO EAST	216119	ST. JOSEPH'S	50	4517
KAKAMEGA 	MATUNGU	MATUNGU	215945	KOYONZO	171	4518
KAKAMEGA 	LUGARI                                            	SOUTH /LUGARI	215870	MUFUTU	98	4519
KAKAMEGA	NAVAKHOLO	NAVAKHOLO EAST	216120	TUMAINI COMMUNITY	70	4520
KAKAMEGA 	LIKUYANI	NORTH /LUKUYANI	215789	KWARE	91	4521
KAKAMEGA 	KAKAMEGA EAST	SHINYALU SOUTH	215466	MUGOMARI	75	4522
KAKAMEGA	KAKAMEGA EAST	SHINYALU SOUTH	215482	SOLYO	86	4523
KAKAMEGA	NAVAKHOLO	NAVAKHOLO WEST	216124	BUKHUBALO	56	4524
KAKAMEGA 	KAKAMEGA EAST	SHINYALU CENTRAL	215445	KWIRENYI	71	4525
KAKAMEGA 	MUMIAS	MUMIAS EAST	216071	MUKAMBI	130	4526
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI NORTH	215659	SHICHINJI	86	4527
KAKAMEGA 	KAKAMEGA SOUTH	SOUTH	215677	EREGI MIXED	71	4528
Kakamega	LIKUYANI	CENTRAL/LUKUYANI	215777	SOYSAMBU	120	4529
KAKAMEGA	NAVAKHOLO	NAVAKHOLO WEST	216126	KAMULI	55	4530
KAKAMEGA	NAVAKHOLO	NAVAKHOLO WEST	216133	MUKAMA	63	4531
KAKAMEGA	NAVAKHOLO	NAVAKHOLO WEST	216137	NANG'ANDA	64	4532
KAKAMEGA	NAVAKHOLO	NAVAKHOLO WEST	216139	SIDIKHO	56	4533
KAKAMEGA 	KAKAMEGA NORTH	MIS\ZONE\KAKAMEGA	215603	A.C.L SHIKOKHWE	60	4534
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215404	A.D.C SHANDA	49	4535
KAKAMEGA 	KAKAMEGA EAST	SHINYALU SOUTH	215459	ADC BUHUNYILU	40	4536
KAKAMEGA 	MUMIAS	ETENJE	216000	AHONG'INJO	122	4537
KAKAMEGA 	LUGARI                                            		215860	ANGAYU	106	4538
KAKAMEGA 	KAKAMEGA NORTH	KABRAS NORTH	215538	BISUNU	81	4539
KAKAMEGA 	NAVAKHOLO	NAVAKHOLO EAST	216101	BUCHANGU	108	4540
KAKAMEGA 	MUMIAS	SHIANDA	216078	BUCHIFI	90	4541
KAKAMEGA 	NAVAKHOLO	NAVAKHOLO WEST	216123	BUHAYI	141	4542
KAKAMEGA 	KAKAMEGA EAST	SHINYALU SOUTH	215460	BUKUSI	66	4543
KAKAMEGA 	KAKAMEGA NORTH	Kabaras South	215605	BULUPI	80	4544
KAKAMEGA 	MUMIAS	ETENJE	216003	BUMIA	76	4545
KAKAMEGA 	MUMIAS	MUMIAS EAST	216053	BUMINI	107	4546
KAKAMEGA 	KAKAMEGA NORTH	KABRAS WEST	215580	BURUNDU	51	4547
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI CENTRAL	215614	BUSHIANGALA	80	4548
KAKAMEGA 	KAKAMEGA EAST	SHINYALU SOUTH	215461	BUSULWA	56	4549
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215407	BUYANGU S.A	56	4550
KAKAMEGA 	KAKAMEGA NORTH	KABRAS NORTH	215539	BWANGA	48	4551
KAKAMEGA 	NAVAKHOLO	NAVAKHOLO EAST	216105	CHEKATA	146	4552
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215515	CHESERO	67	4553
KAKAMEGA 	MATETE	EAST /MATETE	215876	CHETAMBE	65	4554
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215344	CHIEF MUTSEMBI	58	4555
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215408	CHIROBANI	45	4556
KAKAMEGA 	KAKAMEGA NORTH	KABRAS SOUTH	215561	CHOMBELI	60	4557
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215345	DAISY RESOURCE C.P.H.C	21	4558
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215346	EBUCHIRA	81	4559
KAKAMEGA 	KHWISERO	KHWISERO WEST	215724	EBUKWALA	96	4560
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215347	EBUNG'AYA	58	4561
KAKAMEGA 	MUMIAS	MUMIAS CENTRAL	216029	EBWALIRO	184	4562
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215348	EBWAMBWA	75	4563
KAKAMEGA 	MATUNGU	MATUNGU	215929	EJINJA	129	4564
KAKAMEGA 	KHWISERO	KHWISERO WEST	215727	EKAMBULI	129	4565
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215349	ELUFAFWA COMMUNITY	40	4566
KAKAMEGA 	MATUNGU	MATUNGU	215930	EMANANI	110	4567
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215352	EMASERA COMMUNITY	71	4568
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI SOUTH	215390	EMATETIE	58	4569
KAKAMEGA 	NAVAKHOLO	LURAMBI NORTH	216084	EMATIHA	117	4570
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI SOUTH	215391	EMATSAYI COMMUNITY	25	4571
KAKAMEGA 	NAVAKHOLO	LURAMBI NORTH	216085	EMULAKHA	130	4572
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI SOUTH	215392	EMULELE	49	4573
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215354	EMURUMBA	63	4574
KAKAMEGA	NORTH /LUKUYANI	CENTRAL /LUKUYANI	215806	ST. AUGUSTINE RIVERSIDE	37	4575
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI SOUTH	215394	ESHIAMBOKO	56	4576
KAKAMEGA	MUMIAS	ETENJE	216023	ST. AUSTIN BUYUNDO	60	4577
KAKAMEGA 	KAKAMEGA NORTH	KABRAS SOUTH	215576	MUKONGOLO	76	4578
KAKAMEGA 	MATUNGU	MATUNGU	215933	ESHIBANZE	128	4579
KAKAMEGA	LIKUYANI	CENTRAL /LUKUYANI	215778	ST. CHARLES LWANGA	41	4580
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI NORTH	215660	SHIDUHA	58	4581
KAKAMEGA 	KAKAMEGA EAST	SHINYALU WEST	215490	MUKULUSU	72	4582
KAKAMEGA 	LIKUYANI	SOUTH /LUKUYANI	215814	LIKUYANI	120	4583
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215356	ESHIBEMBE	43	4584
KAKAMEGA	MUMIAS	EAST WANGA	215996	ST. CYPRIAN EBUYESHERA	66	4585
KAKAMEGA	MUMIAS	EAST MUMIAS	215986	ST. CYRILLA EMULEMBWA EBUBALA	50	4586
KAKAMEGA	MATUNGU	MATUNGU	215980	ST. EMMANUEL LUTASIO	71	4587
KAKAMEGA	LIKUYANI	CENTRAL /LUKUYANI	215780	ST. FRANCIS MILIMA	79	4588
KAKAMEGA	MUMIAS	ETENJE	216024	ST. JOSEPH UGANA	72	4589
KAKAMEGA	LIKUYANI	CENTRAL /LUKUYANI	215779	ST. JOSEPH'S A.C.K KIPSANGUI	24	4590
KAKAMEGA	KAKAMEGA CENTRAL	LURAMBI EAST	215385	ST. JOSEPH'S ESHIRUMBA	46	4591
KAKAMEGA	KHWISERO	NORTH /LUKUYANI	215808	ST. JOSEPH'S NYOROTIS	110	4592
KAKAMEGA	MATETE	EAST /MATETE	215897	ST. MARCELLUS KEWA	39	4593
Kakamega	LUGARI	NORTH /LUGARI 	215859	St. Mary’S Girls	30	4594
KAKAMEGA	LIKUYANI	SOUTH /LUKUYANI	215822	ST. MARY'S LUSWETI	82	4595
KAKAMEGA	MATETE	EAST /MATETE	215898	ST. MARY'S MUTENYO	27	4596
KAKAMEGA	LIKUYANI	CENTRAL /LUKUYANI	215781	ST. MICHAEL NZOIA	48	4597
KAKAMEGA	KHWISERO	SOUTH /LUKUYANI	215823	ST. MONICA	76	4598
KAKAMEGA	MUMIAS	ETENJE	216022	ST. PAUL'S EBUBALA	42	4599
KAKAMEGA	MATETE	EAST /MATETE	215896	ST. PAULS SHITAUITA	68	4600
KAKAMEGA	MUMIAS	EAST WANGA	215997	ST. PETER ELUKALA	98	4601
KAKAMEGA	MUMIAS	EAST WANGA	215998	ST. PETERS BURIYA	86	4602
KAKAMEGA	MUMIAS	EAST WANGA	215999	ST. PETERS EBUNGALE	35	4603
KAKAMEGA	KAKAMEGA EAST	ILEHO	215439	ST. PHILIP'S MUKOMARI	75	4604
Kakamega	LIKUYANI	CENTRAL/LUKUYANI	215782	ST. TERESA'S	110	4605
KAKAMEGA	NORTH /LUKUYANI	CENTRAL /LUKUYANI	215807	ST. VINCENT DE PAUL SPECIAL	25	4606
KAKAMEGA	KHWISERO	CENTRAL /LUKUYANI	215783	ST.DON BOSCO LIKUYANI SPECIAL	13	4607
KAKAMEGA	KHWISERO	KHWISERO WEST	215752	ST.FRANCIS ENYANYA	41	4608
KAKAMEGA	MATUNGU	MATUNGU	215982	SUWO	84	4609
KAKAMEGA	MUMIAS	ETENJE	216025	UTENDE	85	4610
KAKAMEGA	KAKAMEGA EAST	ILEHO	215440	VIKUTSA	85	4611
KAKAMEGA	MATETE	WEST /MATETE	215918	VUYIKA	80	4612
KAKAMEGA	MATUNGU	MATUNGU	215983	WAMUKOYA MUSLIM	60	4613
KAKAMEGA	MUMIAS	ETENJE	216026	WANG'NYANG	68	4614
KAKAMEGA	KAKAMEGA NORTH	KABRAS EAST	215537	WAVOKA	60	4615
KAKAMEGA	MUMIAS	MUMIAS EAST	216057	EMUTETEMO	68	4616
KAKAMEGA	MUMIAS	MUMIAS EAST	216061	ISANGO	63	4617
KAKAMEGA	NAVAKHOLO	LURAMBI NORTH	216081	EBURENGA	67	4618
KAKAMEGA	NAVAKHOLO	LURAMBI NORTH	216088	ESHILAKWE	70	4619
KAKAMEGA	NAVAKHOLO	LURAMBI NORTH	216091	ESUMEYIA	61	4620
KAKAMEGA	NAVAKHOLO	LURAMBI NORTH	216094	MUSABALE	51	4621
KAKAMEGA	NAVAKHOLO	LURAMBI NORTH	216097	NAULU	60	4622
KAKAMEGA	NAVAKHOLO	LURAMBI NORTH	216100	SIMAKINA	50	4623
KAKAMEGA	NAVAKHOLO	NAVAKHOLO EAST	216102	BUSHILI	66	4624
KAKAMEGA	NAVAKHOLO	NAVAKHOLO EAST	216103	CHEBUYUSI	61	4625
KAKAMEGA	NAVAKHOLO	NAVAKHOLO EAST	216107	FRIENDS NAMAKOYE	66	4626
KAKAMEGA 	MUMIAS	ETENJE	216010	ESHIHAKA	92	4627
KAKAMEGA 	MATUNGU	MATUNGU	215934	ESHIKHONDI	151	4628
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI SOUTH	215398	ESHISIRU	71	4629
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI SOUTH	215399	ESOKONE	50	4630
KAKAMEGA 	NAVAKHOLO	LURAMBI NORTH	216092	EWAMAKHUMBI	100	4631
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215409	FRIENDS SCHOOL VIKOSHE	58	4632
KAKAMEGA 	KAKAMEGA NORTH	KABRAS NORTH	215541	FUBUYE	51	4633
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215518	FUVALE	35	4634
KAKAMEGA 	LIKUYANI	NORTH /LUKUYANI	215786	GODOWN	87	4635
KAKAMEGA 	KAKAMEGA NORTH	KABRAS NORTH	215542	HAMTUA	95	4636
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215358	HIRUMBI	80	4637
KAKAMEGA 	KHWISERO	KHWISERO WEST	215735	IBINDA	91	4638
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI SOUTH	215400	IBINZO	55	4639
KAKAMEGA 	KAKAMEGA EAST	SHINYALU SOUTH	215468	MUKUMU BOYS'	55	4640
KAKAMEGA 	KAKAMEGA EAST	SHINYALU WEST	215491	MULECHE	68	4641
KAKAMEGA 	MUMIAS	MUMIAS CENTRAL	216041	MUMIAS CENTRAL	201	4642
KAKAMEGA 	MUMIAS	MUMIAS CENTRAL	216042	MUMIAS COMPLEX	145	4643
KAKAMEGA 	MUMIAS	MUMIAS CENTRAL	216044	MUMIAS MUSLIM	134	4644
KAKAMEGA 	NAVAKHOLO	LURAMBI NORTH	216098	SHIKOMARI	104	4645
KAKAMEGA 	KAKAMEGA EAST	SHINYALU SOUTH	215470	MUNASIO	77	4646
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI EAST	215642	SHIKONDI	81	4647
KAKAMEGA 	KAKAMEGA EAST	SHINYALU WEST	215485	LIRHANDA GIRLS BOARDING	72	4648
KAKAMEGA 	MATUNGU	MATUNGU	215959	MUNGAKHA 'W'	147	4649
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215377	SHIKOTI GIRLS'	30	4650
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215411	IBUKABURU	27	4651
KAKAMEGA 	MUMIAS	MUMIAS EAST	216073	MUNG'ANG'A	100	4652
KAKAMEGA 	KAKAMEGA SOUTH	NORTH ZONE	215672	IBWALI FRIENDS	68	4653
KAKAMEGA 	KAKAMEGA EAST	SHINYALU CENTRAL	215455	SHIKULU	63	4654
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215371	MUNGULU	67	4655
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI SOUTH	215663	LUBAMBO	83	4656
KAKAMEGA 	MUMIAS	ETENJE	216013	IHONJE	90	4657
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI CENTRAL	215623	SHIKUMU	66	4658
KAKAMEGA 	KAKAMEGA EAST	SHINYALU WEST	215492	MUNYANDA	74	4659
KAKAMEGA 	KAKAMEGA EAST	SHINYALU CENTRAL	215447	LUGANGO	67	4660
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215519	IKOLI	88	4661
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215434	SHIKUSA GK.	50	4662
KAKAMEGA 	MUMIAS	MUMIAS EAST	216074	MURONI	70	4663
KAKAMEGA 	KAKAMEGA EAST	SHINYALU CENTRAL	215448	LUGOSE	63	4664
KAKAMEGA 	KHWISERO	KHWISERO WEST	215736	IKOMERO	75	4665
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215435	SHILONGO	64	4666
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215372	MUSAA	93	4667
KAKAMEGA 	KAKAMEGA NORTH	KABRAS WEST	215583	LUKALA 'K'	63	4668
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215414	ILEHO	52	4669
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI NORTH	215661	SHIMANYIRO	163	4670
KAKAMEGA 	KAKAMEGA EAST	SHINYALU SOUTH	215479	SHINA	84	4671
KAKAMEGA 	NAVAKHOLO	LURAMBI NORTH	216099	SHINOYI	140	4672
KAKAMEGA 	KAKAMEGA SOUTH	NORTH ZONE	215675	SHINYIKHA	79	4673
KAKAMEGA 	KHWISERO	KHWISERO WEST	215750	SHIRALI	71	4674
KAKAMEGA 	KAKAMEGA SOUTH	CENTRAL ZONE	215613	SHIRANDALO	45	4675
KAKAMEGA 	KAKAMEGA NORTH	KABRAS WEST	215600	SHIRUGU	73	4676
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI CENTRAL	215624	SHIRUMBA	68	4677
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215379	SHISASARI	60	4678
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215381	SHITAHO COMMUNITY	86	4679
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215534	SHITIRIRA	43	4680
KAKAMEGA 	KAKAMEGA EAST	SHINYALU CENTRAL	215456	SHITSAVA	70	4681
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215382	SHIVAKALA MUNICIPALITY	67	4682
KAKAMEGA 	KAKAMEGA EAST	SHINYALU WEST	215500	SHIVAKALA NEW	30	4683
KAKAMEGA 	KAKAMEGA NORTH	KABRAS CENTRAL	215513	SHIVANGA	60	4684
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI EAST	215645	SHIVEYE	66	4685
KAKAMEGA 	NAVAKHOLO	NAVAKHOLO WEST	216140	SIHANIKHA	193	4686
KAKAMEGA 	LUGARI                                            	SOUTH /LUGARI	215874	SIRENDE	96	4687
KAKAMEGA 	NAVAKHOLO	NAVAKHOLO EAST	216115	SIRIGOI	150	4688
KAKAMEGA 	NAVAKHOLO	NAVAKHOLO EAST	216116	SIVILIE	128	4689
KAKAMEGA 	MUMIAS	MUMIAS CENTRAL	216051	ST. ANNES GIRLS MUMIAS	90	4690
KAKAMEGA 	LUGARI                                            	NORTH /LUGARI	215858	ST. KIZITO	94	4691
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215438	ST. KIZITO SHIHINGO	62	4692
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215386	ST. LAURENCE ICHINA	40	4693
KAKAMEGA 	KAKAMEGA NORTH	KABRAS NORTH	215557	ST. MARTIN	54	4694
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215437	ST. MICHAEL IRENJI	62	4695
KAKAMEGA 	MATUNGU	MATUNGU	215981	ST. PAUL'S EJINJA	132	4696
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215384	ST. PETER EBUHAYI	47	4697
KAKAMEGA 	MUMIAS	MUMIAS CENTRAL	216052	ST. PETER'S BOYS MUMIAS	98	4698
KAKAMEGA 	KAKAMEGA NORTH	MIS\ZONE\KAKAMEGA	215610	TANDE	47	4699
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215535	TERESIA	27	4700
KAKAMEGA 	KAKAMEGA NORTH	MIS\ZONE\KAKAMEGA	215611	TIMBITO	81	4701
KAKAMEGA 	KAKAMEGA NORTH	KABRAS NORTH	215558	TOMBO	74	4702
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215536	TUMBENI	60	4703
KAKAMEGA 	KAKAMEGA NORTH	KABRAS WEST	215602	VASHELE	55	4704
KAKAMEGA 	KAKAMEGA EAST	SHINYALU CENTRAL	215457	WANZALALA	60	4705
KAKAMEGA 	NAVAKHOLO	NAVAKHOLO EAST	216121	WEREMBA	120	4706
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215306	EBUBOKO	58	4707
KAKAMEGA COUNTY	BUTERE	BUTERE WEST	215308	EBUKUTI	53	4708
KAKAMEGA 	MATETE	EAST /MATETE	215881	LUKHOKHO	61	4709
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215525	LUKHOKHO K	60	4710
KAKAMEGA 	LIKUYANI	SOUTH /LUKUYANI	215816	LUMINO	127	4711
KAKAMEGA 	KAKAMEGA NORTH	KABRAS SOUTH	215569	LUNYINYA	137	4712
KAKAMEGA 	NAVAKHOLO	NAVAKHOLO WEST	216131	LUTASO	155	4713
KAKAMEGA 	KAKAMEGA NORTH	KABRAS WEST	215585	LUYESHE	36	4714
KAKAMEGA 	NAVAKHOLO	NAVAKHOLO WEST	216132	LWAKHUPA	186	4715
KAKAMEGA 	KAKAMEGA EAST	ILEHO	215421	LWANDA EAST PAG	59	4716
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215526	LWANDA 'K'	90	4717
KAKAMEGA 	MUMIAS	WANGA EAST	216079	MABANGA	95	4718
KAKAMEGA 	KAKAMEGA SOUTH	SOUTH	215683	IMALABA	76	4719
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215528	MACHEMO	72	4720
KAKAMEGA 	MUMIAS	ETENJE	216020	MUSANDA	210	4721
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215360	INDANGALASIA C/G	65	4722
KAKAMEGA 	KAKAMEGA EAST	SHINYALU WEST	215488	MADALA	86	4723
KAKAMEGA 	KAKAMEGA EAST	SHINYALU WEST	215489	MADIOLI	45	4724
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI SOUTH	215666	MADIVINI	111	4725
KAKAMEGA 	MATETE	EAST /MATETE	215884	MAHANGA K	85	4726
KAKAMEGA 	KAKAMEGA NORTH	KABRAS CENTRAL	215504	MAHUSI	55	4727
KAKAMEGA 	KAKAMEGA NORTH	KABRAS CENTRAL	215505	MAKALE	46	4728
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI EAST	215636	MAKHOKHO	81	4729
KAKAMEGA 	MATUNGU	MATUNGU	215948	MAKOKHWE	139	4730
KAKAMEGA 	KAKAMEGA NORTH	KABRAS WEST	215588	MALEKHA	74	4731
KAKAMEGA 	KAKAMEGA NORTH	KABRAS NORTH	215546	MANDA 'K'	68	4732
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215530	MANGULIRO	50	4733
KAKAMEGA 	KAKAMEGA NORTH	KABRAS CENTRAL	215507	MANYONJE	95	4734
KAKAMEGA 	LUGARI                                            	NORTH /LUGARI	215846	MARAKUSI	107	4735
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI EAST	215637	MASIYENZE	51	4736
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215369	MATENDE C.O.G	74	4737
KAKAMEGA 	KAKAMEGA NORTH	KABRAS SOUTH	215573	MATENDE 'K'	94	4738
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215370	MATIOLI	56	4739
KAKAMEGA 	KAKAMEGA NORTH	KABRAS NORTH	215547	MATSAKHA	55	4740
KAKAMEGA 	MATUNGU	MATUNGU	215951	MATUNGU S.D.A	121	4741
KAKAMEGA 	MATETE	EAST /MATETE	215887	MATURU	52	4742
KAKAMEGA 	MATETE	EAST /MATETE	215889	MAWA	65	4743
KAKAMEGA 	MATUNGU	MATUNGU	215953	MAYONI TOWNSHIP	117	4744
KAKAMEGA 	MATETE	EAST /MATETE	215890	MAYOYO MHM	69	4745
KAKAMEGA 	LUGARI                                            	NORTH /LUGARI	215849	MBAGARA	57	4746
KAKAMEGA 	LUGARI                                            		215869	MBAJO	120	4747
KAKAMEGA 	LIKUYANI	NORTH /LUKUYANI	215794	MBURURU	60	4748
KAKAMEGA 	MUMIAS	ETENJE	216019	MILIMANI	102	4749
KAKAMEGA 	MATUNGU	MATUNGU	215954	MIRERE	150	4750
KAKAMEGA 	NAVAKHOLO	LURAMBI NORTH	216093	INGOTSE	122	4751
KAKAMEGA 	MUMIAS	ETENJE	216014	INGUSI	92	4752
KAKAMEGA 	KAKAMEGA SOUTH	SOUTH	215685	IREMELE	122	4753
KAKAMEGA 	KAKAMEGA EAST	SHINYALU SOUTH	215462	IROBO	68	4754
KAKAMEGA 	KAKAMEGA NORTH	KABRAS EAST	215520	ISANJIRO	95	4755
KAKAMEGA 	KAKAMEGA SOUTH	SOUTH	215686	ISHIEYWE	51	4756
KAKAMEGA 	KAKAMEGA SOUTH	CENTRAL ZONE	215612	ISULU	91	4757
KAKAMEGA 	KAKAMEGA EAST	SHINYALU WEST	215484	ITENYI	98	4758
KAKAMEGA 	MATUNGU	MATUNGU	215939	ITETE	140	4759
KAKAMEGA 	KAKAMEGA EAST	SHINYALU SOUTH	215464	IYENGA	48	4760
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215362	KAKAMEGA MUSLIM	40	4761
KAKAMEGA 	KAKAMEGA CENTRAL	LURAMBI EAST	215363	KAKAMEGA REHABILITATION	21	4762
KAKAMEGA 	KAKAMEGA NORTH	KABRAS WEST	215592	MUSIDI	65	4763
KAKAMEGA 	KAKAMEGA NORTH	KABRAS SOUTH	215567	KAKUNGA	114	4764
KAKAMEGA 	KAKAMEGA SOUTH	IKOLOMANI NORTH	215653	MUSOLI GIRLS	55	4765
KAKAMEGA 	KAKAMEGA NORTH	KABRAS WEST	215581	KALENDA	58	4766
