,address,cars,bluecar_counter,utilib_counter,utilib_1.4_counter,charge_slots,charging_status,city,id,kind,geo_point,postal_code,public_name,rental_status,slots,station_type,year,month,day,hour,minute
834,17 avenue de colmar,5,5,0,0,0,nonexistent,rueil-malmaison,rueilmalmaison-colmar-17,station,"48.8871, 2.181057",92500,rueil-malmaison/colmar/17,operational,1,station,2018,4,4,5,50
835,3 boulevard du couchant,6,6,0,0,0,nonexistent,nanterre,nanterre-couchant-3,station,"48.8917117, 2.1923088",92000,nanterre/couchant/3,operational,0,station,2018,4,3,13,22
836,172 boulevard diderot,5,5,0,0,0,operational,paris,paris-diderot-172,space,"48.8480068, 2.3940643",75012,paris/diderot/172,operational,0,full_station,2018,4,4,13,49
837,1 place de la rã©publique,2,2,0,0,0,nonexistent,levallois-perret,levalloisperret-hoteldeville-parking,parking,"48.89331, 2.28894",92300,levallois-perret/hã´tel de ville/parking,operational,1,station,2018,4,7,14,13
838,145 avenue du gã©nã©ral leclerc,0,0,0,0,0,nonexistent,maisons-alfort,maisonsalfort-generalleclerc-145,station,"48.8094628, 2.4344314",94700,maisons-alfort/leclerc/145,broken,0,station,2018,4,2,14,2
839,216 avenue du gã©nã©ral leclerc,6,6,0,0,0,nonexistent,crã©teil,creteil-leclerc-216,station,"48.7818714, 2.4739148",94000,crã©teil/leclerc/216,operational,0,station,2018,4,9,9,46
840,1 rue claude pernã¨s,4,4,0,1,0,nonexistent,rosny-sous-bois,rosnysousbois-claudepernes-1,space,"48.8728916, 2.4872191",93110,rosny-sous-bois/claude pernã¨s/1,operational,0,full_station,2018,4,9,22,29
841,108 rue jouffroy d'abbans,4,4,0,0,0,operational,paris,paris-jouffroydabbans-108,station,"48.8823377, 2.3018911",75017,paris/jouffroy d'abbans/108,operational,0,station,2018,4,4,3,15
842,19 rue des filles du calvaire,6,6,0,0,0,operational,paris,paris-fillesducalvaire-19,station,"48.8628, 2.3660304",75003,paris/filles du calvaire/19,operational,0,station,2018,4,2,21,12
843,14 place moreau david,7,7,0,0,0,nonexistent,fontenay-sous-bois,fontenaysousbois-moreaudavid-14,station,"48.843853, 2.46482825",94120,fontenay-sous-bois/moreau david/14,operational,0,station,2018,4,3,1,33
844,2 avenue matignon,4,4,0,0,0,operational,paris,paris-matignon-2,station,"48.87006, 2.312597",75008,paris/matignon/2,operational,1,station,2018,4,5,16,45
845,38 avenue des ternes,2,2,0,0,0,nonexistent,paris,paris-ternes-parking,parking,"48.87897, 2.29329",75017,paris/ternes/parking,operational,3,station,2018,4,1,9,12
846,46 rue armand carrel,1,1,2,0,0,operational,paris,paris-armandcarrel-46,station,"48.8829, 2.376374",75019,paris/armand carrel/46,operational,1,station,2018,4,8,8,19
847,127 rue de verdun,4,4,0,1,0,nonexistent,bagneux,bagneux-verdun-127,station,"48.8019167, 2.321829",92220,bagneux/verdun/127,operational,0,station,2018,4,1,12,16
848,4 rue alexis de tocqueville,6,6,0,0,0,nonexistent,antony,antony-alexisdetocqueville-4,station,"48.7326149, 2.3141819",92160,antony/alexis de tocqueville/4,operational,0,station,2018,4,1,10,25
849,4 rue claude-nicolas ledoux,5,5,0,1,0,nonexistent,crã©teil,creteil-claudenicolasledoux-4,station,"48.766, 2.470911",94000,crã©teil/claude-nicolas ledoux/4,operational,0,station,2018,4,7,23,0
850,30 boulevard de mã©nilmontant,3,3,0,0,1,operational,paris,paris-menilmontant-30,station,"48.86191, 2.388035",75020,paris/mã©nilmontant/30,operational,3,station,2018,4,6,15,56
851,46 quai de la rapã©e,2,2,0,0,1,operational,paris,paris-rapee-46,station,"48.8419525, 2.3728276",75012,paris/rapã©e/46,operational,4,station,2018,4,8,7,36
852,15 rue marcel ethis,0,0,0,0,0,nonexistent,romainville,romainville-marcelethis-15,station,"48.87798, 2.44464",93230,romainville/marcel ethis/15,operational,3,station,2018,4,2,20,9
853,22 place de l'europe,0,0,0,0,0,nonexistent,alfortville,alfortville-europe-22,station,"48.7890254, 2.429231",94140,alfortville/europe/22,broken,0,station,2018,4,8,21,43
854,9 rue renã© sahors,1,1,0,2,0,nonexistent,vanves,vanves-renesahors-9,station,"48.82097, 2.29165",92170,vanves/renã© sahors/9,operational,1,station,2018,4,8,0,34
855,2 rue de martignac,2,2,0,0,2,operational,paris,paris-martignac-2,station,"48.8593659, 2.3195393",75007,paris/martignac/2,operational,3,station,2018,4,1,9,16
856,50 rue emile zola,0,0,0,0,0,nonexistent,bezons,bezons-emilezola-50,station,"48.9237996, 2.2092127",95870,bezons/emile zola/50,operational,7,station,2018,4,9,3,28
857,236 avenue henri barbusse,1,1,0,0,0,nonexistent,drancy,drancy-henribarbusse-236,station,"48.92347, 2.460301",93700,drancy/henri barbusse/236,operational,3,station,2018,4,8,13,51
858,120 rue ordener,2,2,0,0,0,operational,paris,paris-ordener-120,station,"48.8932768, 2.3394999",75018,paris/ordener/120,operational,0,station,2018,4,7,12,43
859,6 rue charles et robert,5,5,1,0,0,operational,paris,paris-charlesetrobert-6,station,"48.85317, 2.412055",75020,paris/charles et robert/6,operational,0,station,2018,4,8,3,34
860,67 rue louis blanc,4,4,0,0,0,operational,paris,paris-louisblanc-67,station,"48.8837053, 2.3600404",75010,paris/louis blanc/67,operational,0,station,2018,4,3,15,45
861,180 avenue victor hugo,4,4,0,0,0,operational,paris,paris-victorhugo-180,station,"48.8658188, 2.2762194",75016,paris/victor hugo/180,operational,0,station,2018,4,3,13,3
862,22 bis rue legendre,0,0,0,0,0,nonexistent,paris,paris-legendre-22,station,"48.8832659, 2.3127515",75017,paris/legendre/22,operational,2,station,2018,4,5,9,48
863,42 rue gardenat lapostol,4,4,0,0,0,nonexistent,suresnes,suresnes-gardenatlapostol-42,station,"48.87394, 2.224003",92150,suresnes/gardenat lapostol/42,operational,2,station,2018,4,1,12,33
864,66 rue de la jonquiã¨re,0,0,0,0,1,operational,paris,paris-jonquiere-66,station,"48.8941653, 2.3211581",75017,paris/jonquiã¨re/66,operational,6,station,2018,4,3,11,9
865,115 avenue de malakoff,5,5,0,0,0,nonexistent,paris,paris-malakoff-115,station,"48.8735, 2.284304",75016,paris/malakoff/115,operational,1,station,2018,4,3,2,0
866,2 rue maurice berteaux,2,2,0,0,0,nonexistent,paris,paris-mauriceberteaux-2,station,"48.8679083, 2.4100481",75020,paris/maurice berteaux/2,operational,3,station,2018,4,7,14,43
867,41 boulevard bourdon,0,0,0,0,0,nonexistent,paris,paris-bourdon-41,space,"48.8524894, 2.3678127",75004,paris/bourdon/41,operational,4,full_station,2018,4,5,5,54
868,33 avenue du gã©nã©ral de gaulle,0,0,0,0,0,nonexistent,bagnolet,bagnolet-generaldegaulle-33,space,"48.8649188, 2.4178739",93170,bagnolet/de gaulle/33,broken,0,full_station,2018,4,6,5,52
869,2 place de catalogne,1,1,0,0,1,operational,paris,paris-catalogne-2,space,"48.8367951, 2.3186569",75014,paris/catalogne/2,operational,4,full_station,2018,4,3,15,49
870,142 avenue laferriã¨re,0,0,0,0,0,nonexistent,crã©teil,creteil-laferriere-142,station,"48.8007041, 2.4568599",94000,crã©teil/laferriã¨re/142,broken,0,station,2018,4,4,3,28
871,9 rue jacques mazaud,6,6,0,0,0,nonexistent,levallois-perret,levalloisperret-verdun-parking2,parking,"48.8942184, 2.2865153",92300,levallois-perret/verdun/parking2,operational,0,station,2018,4,3,20,5
872,5 boulevard de bercy,1,1,0,0,1,operational,paris,paris-bercy-5,station,"48.8403578, 2.378739",75112,paris/bercy/5,operational,5,station,2018,4,5,2,3
873,22 place charles fillion,5,5,0,0,0,operational,paris,paris-charlesfillion-22,station,"48.8884456, 2.3160603",75017,paris/charles fillion/22,operational,0,station,2018,4,3,20,57
874,20 rue gambetta,2,2,0,0,0,nonexistent,nanterre,nanterre-gambetta-20,space,"48.88807, 2.199446",92000,nanterre/gambetta/20,operational,3,full_station,2018,4,5,15,37
875,22 boulevard fã©lix faure,5,5,0,0,0,nonexistent,aulnay-sous-bois,aulnaysousbois-felixfaure-22,space,"48.9336577, 2.4994113",93600,aulnay-sous-bois/fã©lix faure/22,operational,1,full_station,2018,4,7,10,40
876,8 rue louise michel,3,3,1,0,0,nonexistent,levallois-perret,levalloisperret-louisemichel-parking,parking,"48.88718, 2.28447",92300,levallois-perret/louise michel/parking,operational,2,station,2018,4,8,4,19
877,22 bis rue legendre,0,0,0,0,0,nonexistent,paris,paris-legendre-22,station,"48.8832659, 2.3127515",75017,paris/legendre/22,operational,4,station,2018,4,1,2,32
878,34 avenue jean moulin,3,3,0,0,0,nonexistent,paris,paris-jeanmoulin-34,station,"48.8266807, 2.3237355",75014,paris/jean moulin/34,operational,1,station,2018,4,1,7,1
879,2 rue pã©trarque,3,3,0,1,0,operational,paris,paris-petrarque-2,station,"48.8612923, 2.28423",75016,paris/pã©trarque/2,operational,0,station,2018,4,9,4,52
880,44 avenue george v,0,0,0,0,1,operational,paris,paris-georgev-44,station,"48.87057, 2.301121",75008,paris/george v/44,operational,5,station,2018,4,9,23,23
881,143 avenue ãmile zola,1,1,0,0,2,operational,paris,paris-emilezola-143,station,"48.8471694, 2.2953347",75015,paris/ãmile zola/143,operational,5,station,2018,4,1,14,46
882,105 avenue jean jaurã¨s,2,2,0,0,0,nonexistent,drancy,drancy-jeanjaures-105,station,"48.919047, 2.453108",93700,drancy/jean jaurã¨s/105,operational,4,station,2018,4,3,3,13
883,14 rue lavoisier,2,2,0,0,0,nonexistent,nanterre,nanterre-lavoisier-14,station,"48.8951698, 2.1743332",92000,nanterre/lavoisier/14,operational,4,station,2018,4,4,3,21
884,11 place stalingrad,5,5,0,0,0,nonexistent,suresnes,suresnes-stalingrad-11,station,"48.86322, 2.201247",92150,suresnes/stalingrad/11,operational,1,station,2018,4,2,22,8
885,15 boulevard mortier,0,0,0,0,1,operational,paris,paris-mortier-15,station,"48.8657, 2.408668",75020,paris/mortier/15,operational,4,station,2018,4,1,5,31
886,7 rue fã©lix faure,3,3,0,0,0,nonexistent,colombes,colombes-felixfaure-7,station,"48.914886, 2.2535759",92700,colombes/fã©lix faure/7,operational,2,station,2018,4,2,15,26
887,2 bis rue valette,0,0,0,0,2,operational,paris,paris-valette-2,station,"48.8479993, 2.3469365",75005,paris/valette/2,operational,5,station,2018,4,6,0,34
888,183 rue des renouillers,0,0,0,0,0,nonexistent,colombes,colombes-renouillers-183,station,"48.9236342, 2.2368586",92700,colombes/renouillers/183,broken,0,station,2018,4,4,21,28
889,76 boulevard de la tour-maubourg,1,1,0,0,0,nonexistent,paris,paris-tourmaubourg-76,station,"48.8560129, 2.3097645",75007,paris/tour-maubourg/76,operational,3,station,2018,4,6,18,37
890,61 avenue de flandre,0,0,0,0,0,broken,paris,paris-flandre-61,station,"48.888195, 2.3730799",75019,paris/flandre/61,broken,0,station,2018,4,5,23,5
891,36 rue des saussaies,6,6,0,0,0,nonexistent,cachan,cachan-saussaies-36,station,"48.7862756, 2.3403992",94230,cachan/saussaies/36,operational,0,station,2018,4,4,23,35
892,33 avenue du gã©nã©ral de gaulle,0,0,0,0,0,nonexistent,bagnolet,bagnolet-generaldegaulle-33,space,"48.8649188, 2.4178739",93170,bagnolet/de gaulle/33,broken,0,full_station,2018,4,5,13,36
893,36 rue saint-maur,0,0,0,0,0,nonexistent,paris,paris-saintmaur-36,station,"48.8615346, 2.3809277",75011,paris/saint-maur/36,operational,1,station,2018,4,8,2,30
894,26 boulevard gouvion saint-cyr,5,5,0,1,0,nonexistent,paris,paris-gouvionmaillot-parking,parking,"48.8836, 2.28807",75017,paris/gouvion maillot/parking,operational,0,station,2018,4,4,5,33
895,12 avenue andrã© prothin,1,1,0,0,0,nonexistent,courbevoie,courbevoie-andreprothin-12,space,"48.89238, 2.245286",92400,courbevoie/andrã© prothin/12,operational,0,full_station,2018,4,8,15,40
896,3 bis rue terre neuve,4,4,0,0,0,nonexistent,meudon,meudon-terreneuve-3,station,"48.8077664, 2.2350182",92190,meudon/terre neuve/3,operational,0,station,2018,4,5,19,39
897,35 rue de provence,0,0,0,0,0,nonexistent,paris,paris-provence-35,station,"48.874155, 2.338559",75009,paris/provence/35,operational,4,station,2018,4,2,3,8
898,21 rue charles drot,5,5,0,0,0,nonexistent,rueil-malmaison,rueilmalmaison-charlesdrot-21,station,"48.876218, 2.187679",92500,rueil-malmaison/charles drot/21,operational,0,station,2018,4,5,5,47
899,2 rue des entrepã´ts,1,1,0,0,0,nonexistent,saint-ouen,saintouen-entrepots-2,station,"48.9034828, 2.3470283",93400,saint-ouen/entrepã´ts/2,operational,4,station,2018,4,9,19,41
900,1 rue chazelles,3,3,0,0,0,nonexistent,paris,paris-chazelles-1,station,"48.87959, 2.303352",75017,paris/chazelles/1,operational,0,station,2018,4,9,12,37
901,21 rue miollis,1,1,0,0,2,operational,paris,paris-miollis-21,station,"48.8458068, 2.3038076",75015,paris/miollis/21,operational,5,station,2018,4,4,15,31
902,7 rue d'alexandrie,1,1,0,2,0,nonexistent,paris,paris-alexandrie-7,station,"48.8680082, 2.3508835",75002,paris/alexandrie/7,operational,0,station,2018,4,9,8,46
903,59 boulevard gallieni,0,0,0,0,0,nonexistent,issy-les-moulineaux,issylesmoulineaux-gallieni-59,station,"48.824941, 2.2680704",92130,issy-les-moulineaux/gallieni/59,operational,2,station,2018,4,3,22,51
904,16 rue de botzaris,5,5,0,0,1,operational,paris,paris-botzaris-16,station,"48.8768667, 2.3811899",75019,paris/botzaris/16,operational,1,station,2018,4,8,7,23
905,16 rue claude bernard,3,3,0,0,2,operational,paris,paris-claudebernard-16,station,"48.8397733, 2.3476575",75005,paris/claude bernard/16,operational,2,station,2018,4,5,4,49
906,29 rue d'alsace,4,4,0,1,0,nonexistent,levallois-perret,levalloisperret-soouest-parking,parking,"48.89333, 2.29897",92300,levallois-perret/so'ouest/parking,operational,1,station,2018,4,4,23,56
907,27 rue faidherbe,0,0,0,0,1,operational,paris,paris-faidherbe-27,station,"48.8525733, 2.3830368",75011,paris/faidherbe/27,operational,5,station,2018,4,4,1,34
908,34 avenue du cimetiã¨re parisien,5,5,0,0,0,nonexistent,pantin,pantin-cimetiereparisien-34,station,"48.9092769, 2.3988432",93500,pantin/cimetiã¨re parisien/34,operational,1,station,2018,4,1,6,51
909,118 rue houdan,2,2,0,0,1,operational,sceaux,sceaux-houdan-118,station,"48.779037, 2.2891934",92330,sceaux/houdan/118,operational,4,station,2018,4,3,14,17
910,9 boulevard des batignolles,0,0,0,0,0,nonexistent,paris,paris-batignolles-9,station,"48.8830163, 2.325922",75008,paris/batignolles/9,operational,2,station,2018,4,7,12,10
911,8 place du 25 aoã»t 1944,3,3,0,0,0,nonexistent,paris,paris-25aout1944-8,station,"48.822183, 2.3248774",75014,paris/25 aoã»t 1944/8,operational,0,station,2018,4,4,3,10
912,21 rue de chateaudun,0,0,0,0,0,nonexistent,paris,paris-chateaudun-21,station,"48.875921, 2.3382898",75009,paris/chateaudun/21,operational,4,station,2018,4,5,4,20
913,6 place cyrano de bergerac,4,4,0,0,0,nonexistent,chã¢tenay-malabry,chatenaymalabry-cyranodebergerac-6,station,"48.768495, 2.250599",92290,chã¢tenay-malabry/cyrano de bergerac/6,operational,2,station,2018,4,6,14,27
914,1 rue des nonnains d'hyã¨res,0,0,0,0,1,operational,paris,paris-nonnainsdhyeres-1,station,"48.85378, 2.358089",75004,paris/nonnains d'hyã¨res/1,operational,5,station,2018,4,4,5,41
915,93 avenue victor hugo,1,1,0,0,1,operational,paris,paris-victorhugo-93,station,"48.8693047, 2.28449225",75016,paris/victor hugo/93,operational,1,station,2018,4,3,15,32
916,46 rue armand carrel,2,2,0,1,0,operational,paris,paris-armandcarrel-46,station,"48.8829, 2.376374",75019,paris/armand carrel/46,operational,1,station,2018,4,2,10,45
917,24 rue des cheminots,0,0,0,1,0,nonexistent,saint-denis,saintdenis-cheminots-24,station,"48.9176833, 2.3525717",93200,saint-denis/cheminots/24,operational,4,station,2018,4,8,18,52
918,12 rue denfert rochereau,3,3,0,0,0,nonexistent,crã©teil,creteil-denfertrochereau-12,station,"48.7912032, 2.4504989",94000,crã©teil/denfert rochereau/12,operational,3,station,2018,4,5,4,37
919,145 rue raymond losserand,3,3,0,0,0,operational,paris,paris-raymondlosserand-145,station,"48.83126, 2.313088",75014,paris/raymond losserand/145,operational,0,station,2018,4,3,18,5
920,142 avenue laferriã¨re,0,0,0,0,0,nonexistent,crã©teil,creteil-laferriere-142,station,"48.8007041, 2.4568599",94000,crã©teil/laferriã¨re/142,broken,0,station,2018,4,1,11,24
921,157 boulevard de l'hã´pital,0,0,0,0,0,broken,paris,paris-lhopital-157,station,"48.8332654, 2.3568808",75013,paris/hã´pital/157,broken,0,station,2018,4,8,22,40
922,1 boulevard garibaldi,0,0,0,0,0,nonexistent,paris,paris-garibaldicambronne-parking,parking,"48.84754, 2.30291",75015,paris/garibaldi cambronne/parking,broken,0,station,2018,4,4,10,45
923,22 place charles fillion,0,0,0,0,1,operational,paris,paris-charlesfillion-22,station,"48.8884456, 2.3160603",75017,paris/charles fillion/22,operational,3,station,2018,4,1,10,20
924,81 avenue de la division leclerc,0,0,0,0,0,nonexistent,chã¢tenay-malabry,chatenaymalabry-divisionleclerc-81,station,"48.7622887, 2.2838864",92290,chã¢tenay-malabry/division leclerc/81,broken,0,station,2018,4,1,11,22
925,282 avenue d'argenteuil,0,0,0,0,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-argenteuil-282,station,"48.9234602, 2.2765664",92600,asniã¨res-sur-seine/argenteuil/282,future,0,station,2018,4,5,7,57
926,55 avenue de valenton,3,3,0,0,0,nonexistent,limeil-brã©vannes,limeilbrevannes-valenton-55,station,"48.74356, 2.504422",94450,limeil-brã©vannes/valenton/55,operational,1,station,2018,4,8,12,13
927,229 rue raymond losserand,6,6,0,0,0,operational,paris,paris-raymondlosserand-229,station,"48.828, 2.306022",75014,paris/raymond losserand/229,operational,0,station,2018,4,5,12,29
928,168 boulevard du gã©nã©ral de gaulle,2,2,0,0,0,nonexistent,garches,garches-degaulle-168,station,"48.8386536, 2.18698287",92380,garches/de gaulle/168,operational,3,station,2018,4,5,8,48
929,2 rue fabre d'ãglantine,3,3,0,2,0,operational,paris,paris-fabredeglantine-2,station,"48.8455775, 2.3953738",75012,paris/fabre d'ãglantine/2,operational,0,station,2018,4,4,21,32
930,64 rue du faubourg poissonniã¨re,1,1,0,0,0,nonexistent,paris,paris-faubourgpoissoniere-64,station,"48.87517, 2.348162",75010,paris/poissonniã¨re/64,operational,2,station,2018,4,4,12,1
931,1 rue pierre brossolette,5,5,0,0,0,operational,paris,paris-pierrebrossolette-1,station,"48.84196, 2.347262",75005,paris/pierre brossolette/1,operational,0,station,2018,4,2,18,53
932,69 rue de courcelles,3,3,0,0,1,operational,paris,paris-courcelles-69,station,"48.878351, 2.3044935",75008,paris/courcelles/69,operational,3,station,2018,4,2,14,56
933,60 avenue du prã©sident franklin roosevelt,5,5,0,1,0,operational,sceaux,sceaux-franklinroosevelt-60,station,"48.7771124, 2.2965901",92330,sceaux/franklin roosevelt/60,operational,1,station,2018,4,8,2,0
934,7 avenue audra,5,5,0,0,0,nonexistent,colombes,colombes-audra-7,station,"48.9278206, 2.2530496",92700,colombes/audra/7,operational,0,station,2018,4,4,0,34
935,11 rue franã§ois de neufchateau,4,4,0,0,0,operational,paris,paris-francoisdeneufchateau-11,station,"48.8561529, 2.3825248",75011,paris/franã§ois de neufchateau/11,operational,2,station,2018,4,5,9,53
936,19 rue brã©montier,1,1,0,0,1,operational,paris,paris-bremontier-19,station,"48.8849507, 2.3035012",75017,paris/brã©montier/19,operational,5,station,2018,4,4,22,25
937,16 avenue du gã©nã©ral malleret,4,4,1,0,0,nonexistent,alfortville,alfortville-malleret-16,space,"48.802512, 2.425589",94140,alfortville/malleret/16,operational,0,full_station,2018,4,1,1,28
938,5 place du commerce,1,1,0,0,2,operational,paris,paris-commerce-5,station,"48.8454505, 2.292136",75015,paris/commerce/5,operational,5,station,2018,4,8,11,59
939,10 rue de berri,0,0,0,0,2,operational,paris,paris-berri-10,station,"48.8724475, 2.3041662",75008,paris/berri/10,operational,6,station,2018,4,5,21,46
940,6 rue louis blanc,2,2,0,0,1,operational,paris,paris-louisblanc-6,station,"48.87893, 2.36908",75010,paris/louis blanc/6,operational,3,station,2018,4,9,2,16
941,42 avenue michelet,1,1,0,0,0,nonexistent,saint-ouen,saintouen-michelet-42,station,"48.9102315, 2.3441112",93400,saint-ouen/michelet/42,operational,4,station,2018,4,6,6,1
942,4 rue auguste perret,3,3,0,0,0,nonexistent,rueil-malmaison,rueilmalmaison-augusteperret-4,station,"48.8893048, 2.1678526",92500,rueil-malmaison/auguste perret/4,operational,0,station,2018,4,4,16,21
943,78 avenue du maine,0,0,0,0,2,operational,paris,paris-maine-78,space,"48.8388247, 2.3221905",75014,paris/maine/78,operational,6,full_station,2018,4,4,0,1
944,10 rue sadi carnot,3,3,0,1,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-sadicarnot-10,station,"48.9100165, 2.2897023",92600,asniã¨res-sur-seine/sadi carnot/10,operational,1,station,2018,4,2,12,18
945,8 avenue du capitaine tarron,4,4,0,0,0,nonexistent,vã©lizy-villacoublay,velizyvillacoublay-capitainetarron-8,station,"48.78253, 2.19021034",78140,vã©lizy-villacoublay/capitaine tarron/8,operational,0,station,2018,4,4,22,46
946,36 boulevard richard lenoir,2,2,0,0,0,nonexistent,paris,paris-richardlenoir-36,station,"48.857259, 2.37139",75011,paris/richard lenoir/36,operational,2,station,2018,4,4,12,37
947,251 rue de charenton,4,4,0,0,0,operational,paris,paris-charenton-251,station,"48.8364094, 2.3922556",75012,paris/charenton/251,operational,0,station,2018,4,9,21,30
948,194 rue de fontenay,3,3,0,1,0,nonexistent,vincennes,vincennes-fontenay-194,station,"48.8486631, 2.4330181",94300,vincennes/fontenay/194,operational,3,station,2018,4,2,16,19
949,3 rue henard,0,0,0,0,2,operational,paris,paris-henard-3,station,"48.84154, 2.389211",75012,paris/henard/3,operational,6,station,2018,4,5,14,41
950,59 boulevard gallieni,4,4,0,1,0,nonexistent,issy-les-moulineaux,issylesmoulineaux-gallieni-59,station,"48.824941, 2.2680704",92130,issy-les-moulineaux/gallieni/59,operational,1,station,2018,4,5,2,9
951,7 rue du colonel driant,3,3,0,0,0,nonexistent,paris,paris-coloneldriant-7,station,"48.8633915, 2.3403966",75001,paris/colonel driant/7,operational,0,station,2018,4,3,13,1
952,101 rue jean jaurã¨s,5,5,0,1,0,nonexistent,vanves,vanves-jeanjaures-101,station,"48.8258129, 2.2906328",92170,vanves/jean jaurã¨s/101,operational,0,station,2018,4,8,6,36
953,92 boulevard des batignolles,0,0,0,1,0,broken,paris,paris-batignolles-92,station,"48.8817521, 2.317631",75017,paris/batignolles/92,operational,2,station,2018,4,5,6,32
954,16 rue claude bernard,5,5,0,1,0,operational,paris,paris-claudebernard-16,station,"48.8397733, 2.3476575",75005,paris/claude bernard/16,operational,0,station,2018,4,9,4,50
955,3 avenue d'ivry,3,3,0,1,1,operational,paris,paris-ivry-3,station,"48.82175, 2.36868",75013,paris/ivry/3,operational,2,station,2018,4,7,16,18
956,120 boulevard gabriel pã©ri,6,6,0,0,0,nonexistent,malakoff,malakoff-gabrielperi-120,station,"48.8192396, 2.3040697",92240,malakoff/gabriel pã©ri/120,operational,1,station,2018,4,7,4,9
957,31 avenue de la division leclerc,6,6,1,0,0,nonexistent,fontenay-aux-roses,fontenayauxroses-divisionleclerc-31,station,"48.795005, 2.274407",92260,fontenay-aux-roses/division leclerc/31,operational,0,station,2018,4,6,7,19
958,4 avenue du maine,0,0,0,0,2,operational,paris,paris-maine-4,station,"48.8447061, 2.3198109",75015,paris/maine/4,operational,3,station,2018,4,6,22,13
959,47 boulevard charles de gaulle,3,3,0,0,0,nonexistent,malakoff,malakoff-charlesdegaulle-parking,space,"48.82317, 2.29935",92240,malakoff/charles de gaulle/parking,operational,3,full_station,2018,4,7,7,50
960,36 boulevard louise michel,2,2,0,0,0,nonexistent,gennevilliers,gennevilliers-louisemichel-36,station,"48.9226538, 2.320639",92230,gennevilliers/louise michel/36,operational,4,station,2018,4,4,2,31
961,7 rue marcadet,3,3,0,0,0,operational,paris,paris-marcadet-7,station,"48.8903813, 2.3548773",75018,paris/marcadet/7,operational,3,station,2018,4,7,9,51
962,1 avenue marceau,1,1,0,0,0,operational,paris,paris-marceau-1,station,"48.8654617, 2.2995713",75016,paris/marceau/1,operational,0,station,2018,4,1,16,14
963,2 avenue gabriel,1,1,0,0,0,nonexistent,paris,paris-concorde-parking,parking,"48.86691, 2.32033",75008,paris/concorde/parking,operational,1,station,2018,4,5,14,48
964,25 rue henri barbusse,0,0,0,0,2,operational,paris,paris-henribarbusse-25,station,"48.8415, 2.338973",75005,paris/henri barbusse/25,operational,6,station,2018,4,7,8,1
965,137 rue des pyrã©nã©es,1,1,0,0,1,operational,paris,paris-pyrenees-137,space,"48.85844, 2.402911",75020,paris/pyrã©nã©es/137,operational,3,full_station,2018,4,1,22,40
966,58 avenue dutartre,6,6,0,0,0,nonexistent,le chesnay,lechesnay-dutartre-58,station,"48.82542, 2.118454",78150,le chesnay/dutartre/58,operational,0,station,2018,4,7,5,18
967,24 rue barbã¨s,0,0,0,0,0,nonexistent,montrouge,montrouge-barbes-24,station,"48.81737, 2.327974",92120,montrouge/barbã¨s/24,operational,6,station,2018,4,3,18,44
968,120 rue ordener,4,4,0,0,0,operational,paris,paris-ordener-120,station,"48.8932768, 2.3394999",75018,paris/ordener/120,operational,0,station,2018,4,6,7,8
969,34 avenue jean moulin,4,4,0,0,0,nonexistent,paris,paris-jeanmoulin-34,station,"48.8266807, 2.3237355",75014,paris/jean moulin/34,operational,1,station,2018,4,7,14,30
970,2 avenue de la rã©publique,3,3,0,1,0,nonexistent,clamart,clamart-republique-2,station,"48.78123, 2.238153",92140,clamart/rã©publique/2,operational,1,station,2018,4,5,5,16
971,20 chemin latã©ral,2,2,0,0,1,operational,drancy,drancy-cheminlateral-20,station,"48.93327, 2.455181",93700,drancy/latã©ral/20,operational,4,station,2018,4,5,21,56
972,24 rue monte cristo,1,1,0,0,1,operational,paris,paris-montecristo-24,station,"48.8552253, 2.3984912",75020,paris/monte cristo/24,operational,3,station,2018,4,3,13,32
973,91 rue du faubourg saint-denis,0,0,0,0,0,nonexistent,paris,paris-saintdenis-91,station,"48.8740698, 2.3551424",75010,paris/saint-denis/91,operational,4,station,2018,4,6,19,16
974,59 avenue reille,4,4,0,0,2,operational,paris,paris-reille-59,station,"48.8236394, 2.3319004",75014,paris/reille/59,operational,2,station,2018,4,7,18,32
975,2 rue paul cã©zanne,2,2,0,1,0,nonexistent,neuilly-plaisance,neuillyplaisance-paulcezanne-2,space,"48.85206, 2.514694",93360,neuilly-plaisance/paul cã©zanne/2,operational,2,full_station,2018,4,2,6,33
976,1 rue d'uzã¨s,0,0,0,0,1,operational,paris,paris-uzes-1,station,"48.8704209, 2.3454538",75002,paris/uzã¨s/1,operational,5,station,2018,4,7,8,11
977,2 rue marcel dassault,6,6,0,1,0,nonexistent,vã©lizy-villacoublay,velizyvillacoublay-marceldassault-2,station,"48.785423, 2.212002",78140,vã©lizy-villacoublay/marcel dassault/2,operational,0,station,2018,4,1,20,0
978,2 rue fabre d'ãglantine,2,2,0,0,1,operational,paris,paris-fabredeglantine-2,station,"48.8455775, 2.3953738",75012,paris/fabre d'ãglantine/2,operational,2,station,2018,4,1,0,33
979,273 rue du mã©nil,3,3,0,0,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-menil-273,station,"48.92582, 2.274079",92600,asniã¨res-sur-seine/mã©nil/273,operational,3,station,2018,4,2,9,51
